rt;stimulus;responses;key_press;test_part;blockNb;trialNb;condiEmoBlock;condiEmoTrial;condiRwd;posCritDist;distractor;posTarget;target;trial_type;trial_index;time_elapsed;internal_node_id;subject_id;date
999;999;999;999;firstFullscreen;999;999;999;999;999;999;999;999;999;fullscreen;0;4327;0.0-0.0;3038149;05/05/2020 16:59
58166.850000038;999;"[{""page"":0,""time"":11688.074999954551},{""page"":1,""time"":888.3100000675768},{""page"":2,""time"":725.91000";999;instr;999;999;999;999;999;999;999;999;999;instructions;1;62538;0.0-1.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;0;1;2;1;4;0;8;2;html-keyboard-response;2;63581;0.0-2.0;3038149;05/05/2020 16:59
999;imgJS/WFF_scramble_18.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_scramble_19.jpg,imgJS/WFF_30.jpg,imgJS/WFF_scramble_2.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFF_scramble_1.jpg,imgJS/WFN_26.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_;999;999;rsvp_img_15;0;0;1;2;1;4;0;8;2;rsvp_flux;3;64637;0.0-3.0;3038149;05/05/2020 16:59
3312.8400000278;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;0;1;2;1;4;0;8;2;html-keyboard-response;4;67954;0.0-4.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;5;68002;0.0-5.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;1;1;2;1;7;0;11;2;html-keyboard-response;6;69008;0.0-6.0;3038149;05/05/2020 16:59
999;imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFF_scramble_10.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_scramble_11.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_14.jpg,imgJS/WFF_3.jpg,imgJS/WFF_scramble_29.jpg,imgJS/WFF_scramble_27.jpg,;999;999;rsvp_img_15;0;1;1;2;1;7;0;11;2;rsvp_flux;7;70062;0.0-7.0;3038149;05/05/2020 16:59
1865.8750000177;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;1;1;2;1;7;0;11;2;html-keyboard-response;8;71931;0.0-8.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;9;71973;0.0-9.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;2;1;1;1;7;1;9;2;html-keyboard-response;10;72978;0.0-10.0;3038149;05/05/2020 16:59
999;imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_17.jpg,imgJS/WMF_scramble_14.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_19.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WFN_38.jpg,imgJS/WMF_;999;999;rsvp_img_15;0;2;1;1;1;7;1;9;2;rsvp_flux;11;74041;0.0-11.0;3038149;05/05/2020 16:59
3879.2249999242;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;2;1;1;1;7;1;9;2;html-keyboard-response;12;77924;0.0-12.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;13;77966;0.0-13.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;3;1;3;1;5;3;7;2;html-keyboard-response;14;78970;0.0-14.0;3038149;05/05/2020 16:59
999;imgJS/WMN_scramble_11.jpg,imgJS/WMN_scramble_48.jpg,imgJS/WMN_scramble_57.jpg,imgJS/WMN_scramble_27.jpg,imgJS/WMN_scramble_25.jpg,imgJS/WMN_19.jpg,imgJS/WMN_scramble_73.jpg,imgJS/WFN_19.jpg,imgJS/WMN_scramble_91.jpg,imgJS/WMN_scramble_12.jpg,imgJS/WM;999;999;rsvp_img_15;0;3;1;3;1;5;3;7;2;rsvp_flux;15;80025;0.0-15.0;3038149;05/05/2020 16:59
1625.0950000249;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;3;1;3;1;5;3;7;2;html-keyboard-response;16;81653;0.0-16.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;17;81694;0.0-17.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;4;1;1;1;7;1;11;2;html-keyboard-response;18;82698;0.0-18.0;3038149;05/05/2020 16:59
999;imgJS/WMF_scramble_13.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_8.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_14.jpg,imgJS/WMF_scramble_17.jpg,imgJS/WMF_scramble_5.jpg,imgJS/WMF_2.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_scramble_10.jpg,img;999;999;rsvp_img_15;0;4;1;1;1;7;1;11;2;rsvp_flux;19;83752;0.0-19.0;3038149;05/05/2020 16:59
5978.6549999844;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;4;1;1;1;7;1;11;2;html-keyboard-response;20;89733;0.0-20.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;21;89775;0.0-21.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;5;1;4;1;6;2;8;3;html-keyboard-response;22;90780;0.0-22.0;3038149;05/05/2020 16:59
999;imgJS/WFN_scramble_10.jpg,imgJS/WFN_scramble_81.jpg,imgJS/WFN_scramble_46.jpg,imgJS/WFN_scramble_37.jpg,imgJS/WFN_scramble_57.jpg,imgJS/WFN_scramble_35.jpg,imgJS/WFN_38.jpg,imgJS/WFN_scramble_78.jpg,imgJS/WMN_69.jpg,imgJS/WFN_scramble_35.jpg,imgJS/WF;999;999;rsvp_img_15;0;5;1;4;1;6;2;8;3;rsvp_flux;23;91833;0.0-23.0;3038149;05/05/2020 16:59
4021.7450000346;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;0;5;1;4;1;6;2;8;3;html-keyboard-response;24;95857;0.0-24.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;25;95904;0.0-25.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;1;0;2;5;2;4;3;8;0;html-keyboard-response;26;96908;0.0-26.0;3038149;05/05/2020 16:59
999;imgJS/WMN_scramble_64.jpg,imgJS/WMN_scramble_12.jpg,imgJS/WMN_scramble_56.jpg,imgJS/WMN_scramble_59.jpg,imgJS/WMN_28.jpg,imgJS/WMN_scramble_19.jpg,imgJS/WMN_scramble_85.jpg,imgJS/WMN_scramble_8.jpg,imgJS/WFF_2.jpg,imgJS/WMN_scramble_11.jpg,imgJS/WMN_;999;999;rsvp_img_15;1;0;2;5;2;4;3;8;0;rsvp_flux;27;97963;0.0-27.0;3038149;05/05/2020 16:59
1440.1100000832;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;1;0;2;5;2;4;3;8;0;html-keyboard-response;28;99405;0.0-28.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;29;99454;0.0-29.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;1;1;2;3;2;8;1;12;0;html-keyboard-response;30;100459;0.0-30.0;3038149;05/05/2020 16:59
999;imgJS/WMF_scramble_14.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_17.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_28.jpg,imgJS/WMF_scramble_28.jpg,imgJS/WMF_scramble_1.jpg,imgJS/WMF_21.jpg,imgJS/WMF_scramble_9.jpg,im;999;999;rsvp_img_15;1;1;2;3;2;8;1;12;0;rsvp_flux;31;101512;0.0-31.0;3038149;05/05/2020 16:59
1781.5249999985;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;1;1;2;3;2;8;1;12;0;html-keyboard-response;32;103296;0.0-32.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;33;103334;0.0-33.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;1;2;2;6;2;8;2;12;1;html-keyboard-response;34;104339;0.0-34.0;3038149;05/05/2020 16:59
999;imgJS/WFN_scramble_67.jpg,imgJS/WFN_scramble_18.jpg,imgJS/WFN_scramble_84.jpg,imgJS/WFN_scramble_36.jpg,imgJS/WFN_scramble_8.jpg,imgJS/WFN_scramble_26.jpg,imgJS/WFN_scramble_42.jpg,imgJS/WFN_scramble_57.jpg,imgJS/WFN_15.jpg,imgJS/WFN_scramble_62.jpg,;999;999;rsvp_img_15;1;2;2;6;2;8;2;12;1;rsvp_flux;35;105392;0.0-35.0;3038149;05/05/2020 16:59
1521.7799999518;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;1;2;2;6;2;8;2;12;1;html-keyboard-response;36;106917;0.0-36.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;37;106966;0.0-37.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;1;3;2;5;2;8;3;12;0;html-keyboard-response;38;107971;0.0-38.0;3038149;05/05/2020 16:59
999;imgJS/WMN_scramble_74.jpg,imgJS/WMN_scramble_64.jpg,imgJS/WMN_scramble_70.jpg,imgJS/WMN_scramble_63.jpg,imgJS/WMN_scramble_50.jpg,imgJS/WMN_scramble_87.jpg,imgJS/WMN_scramble_82.jpg,imgJS/WMN_scramble_44.jpg,imgJS/WMN_9.jpg,imgJS/WMN_scramble_75.jpg,;999;999;rsvp_img_15;1;3;2;5;2;8;3;12;0;rsvp_flux;39;109025;0.0-39.0;3038149;05/05/2020 16:59
1361.6050001001;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;1;3;2;5;2;8;3;12;0;html-keyboard-response;40;110389;0.0-40.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;41;110437;0.0-41.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;1;4;2;4;2;7;2;9;2;html-keyboard-response;42;111442;0.0-42.0;3038149;05/05/2020 16:59
999;imgJS/WFN_scramble_42.jpg,imgJS/WFN_scramble_41.jpg,imgJS/WFN_scramble_7.jpg,imgJS/WFN_scramble_80.jpg,imgJS/WFN_scramble_66.jpg,imgJS/WFN_scramble_77.jpg,imgJS/WFN_scramble_84.jpg,imgJS/WFN_28.jpg,imgJS/WFN_scramble_28.jpg,imgJS/WFN_41.jpg,imgJS/WFN;999;999;rsvp_img_15;1;4;2;4;2;7;2;9;2;rsvp_flux;43;112497;0.0-43.0;3038149;05/05/2020 16:59
2844.4199999794;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;1;4;2;4;2;7;2;9;2;html-keyboard-response;44;115344;0.0-44.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;45;115389;0.0-45.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;1;5;2;6;2;4;2;8;0;html-keyboard-response;46;116394;0.0-46.0;3038149;05/05/2020 16:59
999;imgJS/WFN_scramble_43.jpg,imgJS/WFN_scramble_34.jpg,imgJS/WFN_scramble_1.jpg,imgJS/WFN_scramble_24.jpg,imgJS/WFN_14.jpg,imgJS/WFN_scramble_14.jpg,imgJS/WFN_scramble_43.jpg,imgJS/WFN_scramble_63.jpg,imgJS/WFF_22.jpg,imgJS/WFN_scramble_81.jpg,imgJS/WFN;999;999;rsvp_img_15;1;5;2;6;2;4;2;8;0;rsvp_flux;47;117448;0.0-47.0;3038149;05/05/2020 16:59
2412.4350000639;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;1;5;2;6;2;4;2;8;0;html-keyboard-response;48;119864;0.0-48.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;49;119906;0.0-49.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;50;119947;0.0-50.0;3038149;05/05/2020 16:59
999;instructions/instructionsDiapo/Slide11.jpg;999;999;instr;999;999;999;999;999;999;999;999;999;image-keyboard-response;51;122983;0.0-51.0;3038149;05/05/2020 16:59
999;instructions/instructionsDiapo/Slide5.jpg;999;999;instrCondi;0;999;NULL;NULL;2;999;999;999;999;image-keyboard-response;52;126708;0.0-52.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;0;1;4;2;8;0;10;0;html-keyboard-response;53;127712;0.0-53.0;3038149;05/05/2020 16:59
999;imgJS/WFF_scramble_26.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_scramble_16.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF_scramble_30.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_16.jpg,imgJS/WFF_scramble_28.jpg;999;999;rsvp_img_15;0;0;1;4;2;8;0;10;0;rsvp_flux;54;128766;0.0-54.0;3038149;05/05/2020 16:59
3136.9699999923;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;0;0;1;4;2;8;0;10;0;html-keyboard-response;55;131905;0.0-55.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;56;131953;0.0-56.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;1;1;1;2;8;1;10;2;html-keyboard-response;57;132958;0.0-57.0;3038149;05/05/2020 16:59
999;imgJS/WMF_scramble_5.jpg,imgJS/WMF_scramble_2.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_28.jpg,imgJS/WMF_scramble_5.jpg,imgJS/WMF_scramble_11.jpg,imgJS/WMF_scramble_17.jpg,imgJS/WMF_scramble_9.jpg,imgJS/WMF_25.jpg,imgJS/WMF_scramble_5.jpg,imgJ;999;999;rsvp_img_15;0;1;1;1;2;8;1;10;2;rsvp_flux;58;134013;0.0-58.0;3038149;05/05/2020 16:59
2937.0600000257;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;1;1;1;2;8;1;10;2;html-keyboard-response;59;136953;0.0-59.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;60;137001;0.0-60.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;2;1;2;2;4;0;8;2;html-keyboard-response;61;138005;0.0-61.0;3038149;05/05/2020 16:59
999;imgJS/WFF_scramble_30.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF_scramble_9.jpg,imgJS/WFF_scramble_2.jpg,imgJS/WFF_24.jpg,imgJS/WFF_scramble_11.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_scramble_4.jpg,imgJS/WFN_23.jpg,imgJS/WFF_scramble_1.jpg,imgJS/WFF_sc;999;999;rsvp_img_15;0;2;1;2;2;4;0;8;2;rsvp_flux;62;139058;0.0-62.0;3038149;05/05/2020 16:59
2051.8699999666;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;2;1;2;2;4;0;8;2;html-keyboard-response;63;141113;0.0-63.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;64;141155;0.0-64.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;3;1;3;2;4;1;6;1;html-keyboard-response;65;142160;0.0-65.0;3038149;05/05/2020 16:59
999;imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_27.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_4.jpg,imgJS/WMF_29.jpg,imgJS/WMF_scramble_6.jpg,imgJS/WMF_15.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_24.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WMF_sc;999;999;rsvp_img_15;0;3;1;3;2;4;1;6;1;rsvp_flux;66;143213;0.0-66.0;3038149;05/05/2020 16:59
2107.0850000251;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;3;1;3;2;4;1;6;1;html-keyboard-response;67;145324;0.0-67.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;68;145365;0.0-68.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;4;1;3;2;7;3;11;3;html-keyboard-response;69;146370;0.0-69.0;3038149;05/05/2020 16:59
999;imgJS/WMN_scramble_58.jpg,imgJS/WMN_scramble_76.jpg,imgJS/WMN_scramble_44.jpg,imgJS/WMN_scramble_23.jpg,imgJS/WMN_scramble_88.jpg,imgJS/WMN_scramble_68.jpg,imgJS/WMN_scramble_45.jpg,imgJS/WMN_68.jpg,imgJS/WMN_scramble_75.jpg,imgJS/WMN_scramble_25.jpg;999;999;rsvp_img_15;0;4;1;3;2;7;3;11;3;rsvp_flux;70;147424;0.0-70.0;3038149;05/05/2020 16:59
2034.895000048;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;0;4;1;3;2;7;3;11;3;html-keyboard-response;71;149462;0.0-71.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;72;149512;0.0-72.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;5;1;2;2;4;0;8;2;html-keyboard-response;73;150517;0.0-73.0;3038149;05/05/2020 16:59
999;imgJS/WFF_scramble_8.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_scramble_16.jpg,imgJS/WFF_scramble_4.jpg,imgJS/WFF_14.jpg,imgJS/WFF_scramble_35.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_14.jpg,imgJS/WFN_37.jpg,imgJS/WFF_scramble_14.jpg,imgJS/WFF_;999;999;rsvp_img_15;0;5;1;2;2;4;0;8;2;rsvp_flux;74;151571;0.0-74.0;3038149;05/05/2020 16:59
2079.4199999655;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;0;5;1;2;2;4;0;8;2;html-keyboard-response;75;153654;0.0-75.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;76;153695;0.0-76.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;6;1;1;2;4;1;6;2;html-keyboard-response;77;154700;0.0-77.0;3038149;05/05/2020 16:59
999;imgJS/WMF_scramble_27.jpg,imgJS/WMF_scramble_9.jpg,imgJS/WMF_scramble_21.jpg,imgJS/WMF_scramble_14.jpg,imgJS/WMF_18.jpg,imgJS/WMF_scramble_13.jpg,imgJS/WFN_45.jpg,imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_12.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_;999;999;rsvp_img_15;0;6;1;1;2;4;1;6;2;rsvp_flux;78;155753;0.0-78.0;3038149;05/05/2020 16:59
996.86000007205;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;6;1;1;2;4;1;6;2;html-keyboard-response;79;156754;0.0-79.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;80;156803;0.0-80.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;7;1;2;2;6;0;10;2;html-keyboard-response;81;157807;0.0-81.0;3038149;05/05/2020 16:59
999;imgJS/WFF_scramble_25.jpg,imgJS/WFF_scramble_33.jpg,imgJS/WFF_scramble_26.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_33.jpg,imgJS/WFF_scramble_20.jpg,imgJS/WFF_30.jpg,imgJS/WFF_scramble_26.jpg,imgJS/WFF_scramble_33.jpg,imgJS/WFF_scramble_13.jpg;999;999;rsvp_img_15;0;7;1;2;2;6;0;10;2;rsvp_flux;82;158861;0.0-82.0;3038149;05/05/2020 16:59
1276.8449999858;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;7;1;2;2;6;0;10;2;html-keyboard-response;83;160141;0.0-83.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;84;160184;0.0-84.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;8;1;2;2;5;0;7;3;html-keyboard-response;85;161189;0.0-85.0;3038149;05/05/2020 16:59
999;imgJS/WFF_scramble_34.jpg,imgJS/WFF_scramble_34.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_35.jpg,imgJS/WFF_scramble_34.jpg,imgJS/WFF_7.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WMN_66.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_scramble_34.jpg,imgJS/WFF;999;999;rsvp_img_15;0;8;1;2;2;5;0;7;3;rsvp_flux;86;162243;0.0-86.0;3038149;05/05/2020 16:59
1128.7849999499;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;8;1;2;2;5;0;7;3;html-keyboard-response;87;163376;0.0-87.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;88;163424;0.0-88.0;3038149;05/05/2020 16:59
999;imgJS/WMF_scramble_1.jpg,imgJS/WMF_scramble_23.jpg,imgJS/WMF_scramble_11.jpg,imgJS/WMF_scramble_12.jpg,imgJS/WMF_25.jpg,imgJS/WMF_scramble_14.jpg,imgJS/WMN_18.jpg,imgJS/WMF_scramble_3.jpg,imgJS/WMF_scramble_29.jpg,imgJS/WMF_scramble_1.jpg,imgJS/WMF_s;999;999;rsvp_img_15;0;9;1;1;2;4;1;6;3;rsvp_flux;90;165483;0.0-90.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;9;1;1;2;4;1;6;3;html-keyboard-response;89;164429;0.0-89.0;3038149;05/05/2020 16:59
1886.8449999718;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;9;1;1;2;4;1;6;3;html-keyboard-response;91;167374;0.0-91.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;92;167419;0.0-92.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;10;1;4;2;5;0;7;0;html-keyboard-response;93;168424;0.0-93.0;3038149;05/05/2020 16:59
999;imgJS/WFF_scramble_34.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_21.jpg,imgJS/WFF_scramble_7.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_30.jpg,imgJS/WFF_scramble_30.jpg,imgJS/WFF_35.jpg,imgJS/WFF_scramble_4.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF_;999;999;rsvp_img_15;0;10;1;4;2;5;0;7;0;rsvp_flux;94;169478;0.0-94.0;3038149;05/05/2020 16:59
2212.1449999977;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;10;1;4;2;5;0;7;0;html-keyboard-response;95;171694;0.0-95.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;96;171731;0.0-96.0;3038149;05/05/2020 16:59
999;imgJS/WMF_scramble_11.jpg,imgJS/WMF_scramble_6.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_27.jpg,imgJS/WMF_scramble_9.jpg,imgJS/WFN_46.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_scramble_24.jpg,imgJS/WMF_;999;999;rsvp_img_15;0;11;1;1;2;4;1;6;2;rsvp_flux;98;173795;0.0-98.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;11;1;1;2;4;1;6;2;html-keyboard-response;97;172740;0.0-97.0;3038149;05/05/2020 16:59
2479.2199999793;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;11;1;1;2;4;1;6;2;html-keyboard-response;99;176276;0.0-99.0;3038149;05/05/2020 16:59
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;100;176314;0.0-100.0;3038149;05/05/2020 16:59
999;fixation_cross;999;999;fixation;0;12;1;1;2;5;1;7;2;html-keyboard-response;101;177318;0.0-101.0;3038149;05/05/2020 16:59
999;imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_28.jpg,imgJS/WMF_scramble_6.jpg,imgJS/WMF_scramble_12.jpg,imgJS/WMF_scramble_28.jpg,imgJS/WMF_21.jpg,imgJS/WMF_scramble_26.jpg,imgJS/WFN_19.jpg,imgJS/WMF_scramble_16.jpg,imgJS/WMF_scramble_27.jpg,imgJS/WMF;999;999;rsvp_img_15;0;12;1;1;2;5;1;7;2;rsvp_flux;102;178372;0.0-102.0;3038149;05/05/2020 16:59
1403.0499999644;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;12;1;1;2;5;1;7;2;html-keyboard-response;103;179778;0.0-103.0;3038149;05/05/2020 16:59
