runID	startTime	doneTime	participant_participantID	taskSession_taskSessionID	taskSessionID	sessionName	openingTime	closingTime	task_taskID	rt	stimulus	responses	key_press	test_part	blockNb	trialNb	condiEmoBlock	condiEmoTrial	condiRwd	posCritDist	distractor	posTarget	target	trial_type	trial_index	time_elapsed	internal_node_id	run_id	date	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	4	1	2	2	5	0	7	3	html-keyboard-response	263	368844	0.0-263.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WFF_scramble_20.jpg,imgJS/WFF_scramble_26.jpg,imgJS/WFF_scramble_18.jpg,imgJS/WFF_scramble_12.jpg,imgJS/WFF_scramble_34.jpg,imgJS/WFF_24.jpg,imgJS/WFF_scramble_21.jpg,imgJS/WMN_19.jpg,imgJS/WFF_scramble_33.jpg,imgJS/WFF_scramble_18.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_20.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_scramble_20.jpg	999	999	rsvp_img_15	2	4	1	2	2	5	0	7	3	rsvp_flux	264	369900	0.0-264.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	708.14499992412	<div style="font-size:20px;"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	78	rsvpAnswHom	2	4	1	2	2	5	0	7	3	html-keyboard-response	265	370611	0.0-265.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	266	370661	0.0-266.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	5	1	1	2	6	1	8	3	html-keyboard-response	267	371666	0.0-267.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_1.jpg,imgJS/WMF_scramble_25.jpg,imgJS/WMF_scramble_10.jpg,imgJS/WMF_scramble_21.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_2.jpg,imgJS/WMF_scramble_5.jpg,imgJS/WMN_77.jpg,imgJS/WMF_scramble_20.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_6.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_28.jpg	999	999	rsvp_img_15	2	5	1	1	2	6	1	8	3	rsvp_flux	268	372722	0.0-268.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	873.72999999207	<div style="font-size:20px;"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	78	rsvpAnswFem	2	5	1	1	2	6	1	8	3	html-keyboard-response	269	373600	0.0-269.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	270	373638	0.0-270.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	6	1	3	2	5	1	7	1	html-keyboard-response	271	374643	0.0-271.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WMF_scramble_19.jpg,imgJS/WMF_scramble_28.jpg,imgJS/WMF_scramble_3.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_1.jpg,imgJS/WMF_4.jpg,imgJS/WMF_scramble_19.jpg,imgJS/WMF_19.jpg,imgJS/WMF_scramble_9.jpg,imgJS/WMF_scramble_24.jpg,imgJS/WMF_scramble_12.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_10.jpg,imgJS/WMF_scramble_29.jpg,imgJS/WMF_scramble_3.jpg	999	999	rsvp_img_15	2	6	1	3	2	5	1	7	1	rsvp_flux	272	375698	0.0-272.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	850.19500006456	<div style="font-size:20px;"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	78	rsvpAnswFem	2	6	1	3	2	5	1	7	1	html-keyboard-response	273	376551	0.0-273.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	274	376595	0.0-274.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	7	1	3	2	5	3	7	2	html-keyboard-response	275	377598	0.0-275.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WMN_scramble_61.jpg,imgJS/WMN_scramble_20.jpg,imgJS/WMN_scramble_82.jpg,imgJS/WMN_scramble_63.jpg,imgJS/WMN_scramble_58.jpg,imgJS/WMN_80.jpg,imgJS/WMN_scramble_65.jpg,imgJS/WFN_56.jpg,imgJS/WMN_scramble_38.jpg,imgJS/WMN_scramble_26.jpg,imgJS/WMN_scramble_87.jpg,imgJS/WMN_scramble_62.jpg,imgJS/WMN_scramble_90.jpg,imgJS/WMN_scramble_85.jpg,imgJS/WMN_scramble_54.jpg	999	999	rsvp_img_15	2	7	1	3	2	5	3	7	2	rsvp_flux	276	378652	0.0-276.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	801.48499994539	<div style="font-size:20px;"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswFem	2	7	1	3	2	5	3	7	2	html-keyboard-response	277	379456	0.0-277.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	278	379509	0.0-278.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	8	1	3	2	6	1	8	0	html-keyboard-response	279	380517	0.0-279.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WMF_scramble_15.jpg,imgJS/WMF_scramble_2.jpg,imgJS/WMF_scramble_20.jpg,imgJS/WMF_scramble_6.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_14.jpg,imgJS/WMF_14.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WFF_15.jpg,imgJS/WMF_scramble_26.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_scramble_23.jpg,imgJS/WMF_scramble_16.jpg,imgJS/WMF_scramble_20.jpg,imgJS/WMF_scramble_28.jpg	999	999	rsvp_img_15	2	8	1	3	2	6	1	8	0	rsvp_flux	280	381571	0.0-280.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	1025.4600000335	<div style="font-size:20px;"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswFem	2	8	1	3	2	6	1	8	0	html-keyboard-response	281	382599	0.0-281.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	282	382637	0.0-282.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	9	1	1	2	5	1	9	3	html-keyboard-response	283	383641	0.0-283.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WMF_scramble_14.jpg,imgJS/WMF_scramble_25.jpg,imgJS/WMF_scramble_25.jpg,imgJS/WMF_scramble_21.jpg,imgJS/WMF_scramble_27.jpg,imgJS/WMF_27.jpg,imgJS/WMF_scramble_25.jpg,imgJS/WMF_scramble_9.jpg,imgJS/WMF_scramble_23.jpg,imgJS/WMN_18.jpg,imgJS/WMF_scramble_25.jpg,imgJS/WMF_scramble_9.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_6.jpg,imgJS/WMF_scramble_12.jpg	999	999	rsvp_img_15	2	9	1	1	2	5	1	9	3	rsvp_flux	284	384694	0.0-284.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	1394.5349999703	<div style="font-size:20px;"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswFem	2	9	1	1	2	5	1	9	3	html-keyboard-response	285	386092	0.0-285.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	286	386131	0.0-286.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	10	1	4	2	6	2	10	3	html-keyboard-response	287	387135	0.0-287.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WFN_scramble_57.jpg,imgJS/WFN_scramble_81.jpg,imgJS/WFN_scramble_84.jpg,imgJS/WFN_scramble_80.jpg,imgJS/WFN_scramble_43.jpg,imgJS/WFN_scramble_23.jpg,imgJS/WFN_44.jpg,imgJS/WFN_scramble_71.jpg,imgJS/WFN_scramble_85.jpg,imgJS/WFN_scramble_60.jpg,imgJS/WMN_39.jpg,imgJS/WFN_scramble_81.jpg,imgJS/WFN_scramble_32.jpg,imgJS/WFN_scramble_56.jpg,imgJS/WFN_scramble_50.jpg	999	999	rsvp_img_15	2	10	1	4	2	6	2	10	3	rsvp_flux	288	388189	0.0-288.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	3431.1649999581	<div style="font-size:20px;"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswHom	2	10	1	4	2	6	2	10	3	html-keyboard-response	289	391623	0.0-289.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	290	391664	0.0-290.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	11	1	2	2	5	0	9	3	html-keyboard-response	291	392669	0.0-291.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WFF_scramble_25.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_scramble_34.jpg,imgJS/WFF_scramble_11.jpg,imgJS/WFF_scramble_10.jpg,imgJS/WFF_28.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WMN_7.jpg,imgJS/WFF_scramble_8.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_scramble_16.jpg	999	999	rsvp_img_15	2	11	1	2	2	5	0	9	3	rsvp_flux	292	393724	0.0-292.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	676.09000008088	<div style="font-size:20px;"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	78	rsvpAnswHom	2	11	1	2	2	5	0	9	3	html-keyboard-response	293	394403	0.0-293.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	294	394442	0.0-294.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	12	1	2	2	4	0	8	3	html-keyboard-response	295	395446	0.0-295.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WFF_scramble_6.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_36.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_8.jpg,imgJS/WMN_59.jpg,imgJS/WFF_scramble_8.jpg,imgJS/WFF_scramble_3.jpg,imgJS/WFF_scramble_5.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFF_scramble_7.jpg	999	999	rsvp_img_15	2	12	1	2	2	4	0	8	3	rsvp_flux	296	396500	0.0-296.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	489.41499995999	<div style="font-size:20px;"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswHom	2	12	1	2	2	4	0	8	3	html-keyboard-response	297	396992	0.0-297.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	298	397030	0.0-298.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	13	1	3	2	7	3	11	2	html-keyboard-response	299	398035	0.0-299.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WMN_scramble_71.jpg,imgJS/WMN_scramble_28.jpg,imgJS/WMN_scramble_63.jpg,imgJS/WMN_scramble_41.jpg,imgJS/WMN_scramble_48.jpg,imgJS/WMN_scramble_28.jpg,imgJS/WMN_scramble_5.jpg,imgJS/WMN_49.jpg,imgJS/WMN_scramble_16.jpg,imgJS/WMN_scramble_78.jpg,imgJS/WMN_scramble_50.jpg,imgJS/WFN_6.jpg,imgJS/WMN_scramble_49.jpg,imgJS/WMN_scramble_2.jpg,imgJS/WMN_scramble_83.jpg	999	999	rsvp_img_15	2	13	1	3	2	7	3	11	2	rsvp_flux	300	399089	0.0-300.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	599.16499990504	<div style="font-size:20px;"><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswFem	2	13	1	3	2	7	3	11	2	html-keyboard-response	301	399692	0.0-301.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	302	399755	0.0-302.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	14	1	4	2	5	0	9	0	html-keyboard-response	303	400760	0.0-303.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WFF_scramble_1.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_29.jpg,imgJS/WFF_30.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFF_scramble_12.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_21.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_12.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_33.jpg	999	999	rsvp_img_15	2	14	1	4	2	5	0	9	0	rsvp_flux	304	401814	0.0-304.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	881.21500005946	<div style="font-size:20px;"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	78	rsvpAnswHom	2	14	1	4	2	5	0	9	0	html-keyboard-response	305	402698	0.0-305.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	306	402737	0.0-306.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	15	1	2	2	8	0	12	3	html-keyboard-response	307	403742	0.0-307.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WFF_scramble_26.jpg,imgJS/WFF_scramble_5.jpg,imgJS/WFF_scramble_18.jpg,imgJS/WFF_scramble_5.jpg,imgJS/WFF_scramble_30.jpg,imgJS/WFF_scramble_19.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_scramble_3.jpg,imgJS/WFF_7.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_scramble_10.jpg,imgJS/WMN_73.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF_scramble_10.jpg	999	999	rsvp_img_15	2	15	1	2	2	8	0	12	3	rsvp_flux	308	404796	0.0-308.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	750.62000006437	<div style="font-size:20px;"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswHom	2	15	1	2	2	8	0	12	3	html-keyboard-response	309	405549	0.0-309.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	310	405582	0.0-310.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	16	1	4	2	7	0	9	1	html-keyboard-response	311	406586	0.0-311.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WFF_scramble_4.jpg,imgJS/WFF_scramble_21.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_scramble_21.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFF_scramble_7.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_17.jpg,imgJS/WFF_scramble_36.jpg,imgJS/WMF_2.jpg,imgJS/WFF_scramble_20.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_9.jpg,imgJS/WFF_scramble_36.jpg	999	999	rsvp_img_15	2	16	1	4	2	7	0	9	1	rsvp_flux	312	407640	0.0-312.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	766.51999994647	<div style="font-size:20px;"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswHom	2	16	1	4	2	7	0	9	1	html-keyboard-response	313	408409	0.0-313.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	314	408447	0.0-314.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	17	1	2	2	4	0	8	2	html-keyboard-response	315	409452	0.0-315.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WFF_scramble_6.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_scramble_6.jpg,imgJS/WFF_29.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_scramble_16.jpg,imgJS/WFF_scramble_9.jpg,imgJS/WFN_37.jpg,imgJS/WFF_scramble_12.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_scramble_36.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_13.jpg	999	999	rsvp_img_15	2	17	1	2	2	4	0	8	2	rsvp_flux	316	410506	0.0-316.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	809.45499998052	<div style="font-size:20px;"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswHom	2	17	1	2	2	4	0	8	2	html-keyboard-response	317	411317	0.0-317.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	999	999	999	fullscreenExp	999	999	999	999	999	999	999	999	999	fullscreen	318	411350	0.0-318.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	fixation_cross	999	999	fixation	2	18	1	2	2	8	0	10	3	html-keyboard-response	319	412354	0.0-319.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	999	imgJS/WFF_scramble_19.jpg,imgJS/WFF_scramble_1.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_7.jpg,imgJS/WFF_scramble_25.jpg,imgJS/WFF_scramble_21.jpg,imgJS/WFF_scramble_29.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_2.jpg,imgJS/WFF_scramble_3.jpg,imgJS/WMN_54.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF_scramble_20.jpg,imgJS/WFF_scramble_6.jpg,imgJS/WFF_scramble_3.jpg	999	999	rsvp_img_15	2	18	1	2	2	8	0	10	3	rsvp_flux	320	413408	0.0-320.0	27	14:13 26-5-2020	
27	2020-05-26 12:13:28	2020-05-26 12:39:35	user7	1	1	EMOREG_S1	2020-05-09 00:00:00	2021-05-10 00:00:00	EMOREG	703.86000000872	<div style="font-size:20px;"><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>	999	79	rsvpAnswHom	2	18	1	2	2	8	0	10	3	html-keyboard-response	321	414114	0.0-321.0	27	14:13 26-5-2020	
