rt;stimulus;responses;key_press;test_part;blockNb;trialNb;condiEmoBlock;condiEmoTrial;condiRwd;posCritDist;distractor;posTarget;target;trial_type;trial_index;time_elapsed;internal_node_id;subject_id;date
999;999;999;999;firstFullscreen;999;999;999;999;999;999;999;999;999;fullscreen;0;1496;0.0-0.0;9546715;05/05/2020 14:35
7440.1899999939;999;"[{""page"":0,""time"":5060.24499994237},{""page"":1,""time"":747.3750000353903},{""page"":2,""time"":259.8749999";999;instr;999;999;999;999;999;999;999;999;999;instructions;1;8988;0.0-1.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;0;1;2;1;6;0;10;3;html-keyboard-response;2;10031;0.0-2.0;9546715;05/05/2020 14:35
999;imgJS/WFF_scramble_4.jpg,imgJS/WFF_scramble_35.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_scramble_6.jpg,imgJS/WFF_scramble_26.jpg,imgJS/WFF_31.jpg,imgJS/WFF_scramble_36.jpg,imgJS/WFF_scramble_31.jpg,imgJS/WFF_scramble_22.jpg,i;999;999;rsvp_img_15;0;0;1;2;1;6;0;10;3;rsvp_flux;3;11086;0.0-3.0;9546715;05/05/2020 14:35
1965.0799999945;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;0;1;2;1;6;0;10;3;html-keyboard-response;4;13055;0.0-4.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;5;13098;0.0-5.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;1;1;1;1;4;1;6;2;html-keyboard-response;6;14104;0.0-6.0;9546715;05/05/2020 14:35
999;imgJS/WMF_scramble_20.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_25.jpg,imgJS/WMF_scramble_25.jpg,imgJS/WMF_23.jpg,imgJS/WMF_scramble_26.jpg,imgJS/WFN_66.jpg,imgJS/WMF_scramble_26.jpg,imgJS/WMF_scramble_27.jpg,imgJS/WMF_scramble_6.jpg,imgJS/WMF_;999;999;rsvp_img_15;0;1;1;1;1;4;1;6;2;rsvp_flux;7;15158;0.0-7.0;9546715;05/05/2020 14:35
1085.1199999452;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;0;1;1;1;1;4;1;6;2;html-keyboard-response;8;16247;0.0-8.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;9;16290;0.0-9.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;2;1;4;1;5;0;9;1;html-keyboard-response;10;17295;0.0-10.0;9546715;05/05/2020 14:35
999;imgJS/WFF_scramble_4.jpg,imgJS/WFF_scramble_29.jpg,imgJS/WFF_scramble_11.jpg,imgJS/WFF_scramble_28.jpg,imgJS/WFF_scramble_8.jpg,imgJS/WFF_8.jpg,imgJS/WFF_scramble_11.jpg,imgJS/WFF_scramble_6.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WMF_3.jpg,imgJS/WFF_scr;999;999;rsvp_img_15;0;2;1;4;1;5;0;9;1;rsvp_flux;11;18350;0.0-11.0;9546715;05/05/2020 14:35
1057.2199999588;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;0;2;1;4;1;5;0;9;1;html-keyboard-response;12;19410;0.0-12.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;13;19455;0.0-13.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;3;1;2;1;6;0;8;2;html-keyboard-response;14;20459;0.0-14.0;9546715;05/05/2020 14:35
999;imgJS/WFF_scramble_16.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_29.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_scramble_14.jpg,imgJS/WFF_scramble_16.jpg,imgJS/WFF_5.jpg,imgJS/WFF_scramble_7.jpg,imgJS/WFN_83.jpg,imgJS/WFF_scramble_22.jpg,imgJS/WFF_;999;999;rsvp_img_15;0;3;1;2;1;6;0;8;2;rsvp_flux;15;21513;0.0-15.0;9546715;05/05/2020 14:35
1015.4399999883;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;3;1;2;1;6;0;8;2;html-keyboard-response;16;22532;0.0-16.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;17;22587;0.0-17.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;4;1;1;1;5;1;9;3;html-keyboard-response;18;23592;0.0-18.0;9546715;05/05/2020 14:35
999;imgJS/WMF_scramble_16.jpg,imgJS/WMF_scramble_12.jpg,imgJS/WMF_scramble_21.jpg,imgJS/WMF_scramble_11.jpg,imgJS/WMF_scramble_24.jpg,imgJS/WMF_10.jpg,imgJS/WMF_scramble_26.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_13.jpg,imgJS/WMN_55.jpg,imgJS/WMF;999;999;rsvp_img_15;0;4;1;1;1;5;1;9;3;rsvp_flux;19;24646;0.0-19.0;9546715;05/05/2020 14:35
2231.20499996;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;0;4;1;1;1;5;1;9;3;html-keyboard-response;20;26879;0.0-20.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;21;26920;0.0-21.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;5;1;3;1;7;1;9;1;html-keyboard-response;22;27925;0.0-22.0;9546715;05/05/2020 14:35
999;imgJS/WMF_scramble_6.jpg,imgJS/WMF_scramble_3.jpg,imgJS/WMF_scramble_2.jpg,imgJS/WMF_scramble_10.jpg,imgJS/WMF_scramble_29.jpg,imgJS/WMF_scramble_25.jpg,imgJS/WMF_scramble_10.jpg,imgJS/WMF_18.jpg,imgJS/WMF_scramble_21.jpg,imgJS/WMF_28.jpg,imgJS/WMF_s;999;999;rsvp_img_15;0;5;1;3;1;7;1;9;1;rsvp_flux;23;28978;0.0-23.0;9546715;05/05/2020 14:35
865.08500005584;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;0;5;1;3;1;7;1;9;1;html-keyboard-response;24;29846;0.0-24.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;25;29892;0.0-25.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;1;0;2;6;2;7;2;9;0;html-keyboard-response;26;30899;0.0-26.0;9546715;05/05/2020 14:35
999;imgJS/WFN_scramble_22.jpg,imgJS/WFN_scramble_82.jpg,imgJS/WFN_scramble_80.jpg,imgJS/WFN_scramble_11.jpg,imgJS/WFN_scramble_59.jpg,imgJS/WFN_scramble_54.jpg,imgJS/WFN_scramble_51.jpg,imgJS/WFN_64.jpg,imgJS/WFN_scramble_51.jpg,imgJS/WFF_29.jpg,imgJS/WF;999;999;rsvp_img_15;1;0;2;6;2;7;2;9;0;rsvp_flux;27;31952;0.0-27.0;9546715;05/05/2020 14:35
941.01000006776;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;1;0;2;6;2;7;2;9;0;html-keyboard-response;28;32896;0.0-28.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;29;32939;0.0-29.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;1;1;2;6;2;6;2;8;0;html-keyboard-response;30;33943;0.0-30.0;9546715;05/05/2020 14:35
999;imgJS/WFN_scramble_17.jpg,imgJS/WFN_scramble_75.jpg,imgJS/WFN_scramble_46.jpg,imgJS/WFN_scramble_70.jpg,imgJS/WFN_scramble_56.jpg,imgJS/WFN_scramble_26.jpg,imgJS/WFN_49.jpg,imgJS/WFN_scramble_68.jpg,imgJS/WFF_16.jpg,imgJS/WFN_scramble_65.jpg,imgJS/WF;999;999;rsvp_img_15;1;1;2;6;2;6;2;8;0;rsvp_flux;31;34998;0.0-31.0;9546715;05/05/2020 14:35
1208.5700000171;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;1;1;2;6;2;6;2;8;0;html-keyboard-response;32;36210;0.0-32.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;33;36257;0.0-33.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;1;2;2;4;2;4;2;8;2;html-keyboard-response;34;37261;0.0-34.0;9546715;05/05/2020 14:35
999;imgJS/WFN_scramble_26.jpg,imgJS/WFN_scramble_24.jpg,imgJS/WFN_scramble_30.jpg,imgJS/WFN_scramble_26.jpg,imgJS/WFN_61.jpg,imgJS/WFN_scramble_25.jpg,imgJS/WFN_scramble_34.jpg,imgJS/WFN_scramble_78.jpg,imgJS/WFN_79.jpg,imgJS/WFN_scramble_77.jpg,imgJS/WF;999;999;rsvp_img_15;1;2;2;4;2;4;2;8;2;rsvp_flux;35;38314;0.0-35.0;9546715;05/05/2020 14:35
927.64000000898;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;1;2;2;4;2;4;2;8;2;html-keyboard-response;36;39245;0.0-36.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;37;39287;0.0-37.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;1;3;2;5;2;5;3;7;0;html-keyboard-response;38;40292;0.0-38.0;9546715;05/05/2020 14:35
999;imgJS/WMN_scramble_60.jpg,imgJS/WMN_scramble_21.jpg,imgJS/WMN_scramble_22.jpg,imgJS/WMN_scramble_44.jpg,imgJS/WMN_scramble_46.jpg,imgJS/WMN_67.jpg,imgJS/WMN_scramble_9.jpg,imgJS/WFF_24.jpg,imgJS/WMN_scramble_55.jpg,imgJS/WMN_scramble_34.jpg,imgJS/WMN;999;999;rsvp_img_15;1;3;2;5;2;5;3;7;0;rsvp_flux;39;41346;0.0-39.0;9546715;05/05/2020 14:35
575.24499995634;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;1;3;2;5;2;5;3;7;0;html-keyboard-response;40;41924;0.0-40.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;41;41964;0.0-41.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;1;4;2;3;2;7;3;11;2;html-keyboard-response;42;42968;0.0-42.0;9546715;05/05/2020 14:35
999;imgJS/WMN_scramble_13.jpg,imgJS/WMN_scramble_53.jpg,imgJS/WMN_scramble_11.jpg,imgJS/WMN_scramble_64.jpg,imgJS/WMN_scramble_16.jpg,imgJS/WMN_scramble_30.jpg,imgJS/WMN_scramble_65.jpg,imgJS/WMN_59.jpg,imgJS/WMN_scramble_29.jpg,imgJS/WMN_scramble_43.jpg;999;999;rsvp_img_15;1;4;2;3;2;7;3;11;2;rsvp_flux;43;44022;0.0-43.0;9546715;05/05/2020 14:35
5233.3949999884;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;1;4;2;3;2;7;3;11;2;html-keyboard-response;44;49259;0.0-44.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;45;49310;0.0-45.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;1;5;2;5;2;8;3;12;1;html-keyboard-response;46;50314;0.0-46.0;9546715;05/05/2020 14:35
999;imgJS/WMN_scramble_57.jpg,imgJS/WMN_scramble_32.jpg,imgJS/WMN_scramble_51.jpg,imgJS/WMN_scramble_76.jpg,imgJS/WMN_scramble_42.jpg,imgJS/WMN_scramble_6.jpg,imgJS/WMN_scramble_12.jpg,imgJS/WMN_scramble_71.jpg,imgJS/WMN_41.jpg,imgJS/WMN_scramble_17.jpg,;999;999;rsvp_img_15;1;5;2;5;2;8;3;12;1;rsvp_flux;47;51367;0.0-47.0;9546715;05/05/2020 14:35
954.3550000526;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;1;5;2;5;2;8;3;12;1;html-keyboard-response;48;52324;0.0-48.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;49;52373;0.0-49.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;50;52377;0.0-50.0;9546715;05/05/2020 14:35
999;instructions/instructionsDiapo/Slide11.jpg;999;999;instr;999;999;999;999;999;999;999;999;999;image-keyboard-response;51;59013;0.0-51.0;9546715;05/05/2020 14:35
999;instructions/instructionsDiapo/Slide5.jpg;999;999;instrCondi;0;999;NULL;NULL;2;999;999;999;999;image-keyboard-response;52;66203;0.0-52.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;0;1;2;2;4;0;8;3;html-keyboard-response;53;67208;0.0-53.0;9546715;05/05/2020 14:35
999;imgJS/WFF_scramble_34.jpg,imgJS/WFF_scramble_3.jpg,imgJS/WFF_scramble_20.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF_15.jpg,imgJS/WFF_scramble_5.jpg,imgJS/WFF_scramble_1.jpg,imgJS/WFF_scramble_3.jpg,imgJS/WMN_3.jpg,imgJS/WFF_scramble_5.jpg,imgJS/WFF_scra;999;999;rsvp_img_15;0;0;1;2;2;4;0;8;3;rsvp_flux;54;68273;0.0-54.0;9546715;05/05/2020 14:35
739.2599999439;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;0;0;1;2;2;4;0;8;3;html-keyboard-response;55;69015;0.0-55.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;56;69053;0.0-56.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;1;1;2;2;5;0;7;3;html-keyboard-response;57;70058;0.0-57.0;9546715;05/05/2020 14:35
999;imgJS/WFF_scramble_9.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_scramble_7.jpg,imgJS/WFF_scramble_14.jpg,imgJS/WFF_scramble_1.jpg,imgJS/WFF_18.jpg,imgJS/WFF_scramble_35.jpg,imgJS/WMN_88.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_10.jpg,imgJS/WFF_s;999;999;rsvp_img_15;0;1;1;2;2;5;0;7;3;rsvp_flux;58;71112;0.0-58.0;9546715;05/05/2020 14:35
1920.2250000089;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;1;1;2;2;5;0;7;3;html-keyboard-response;59;73034;0.0-59.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;60;73077;0.0-60.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;2;1;2;2;7;0;11;3;html-keyboard-response;61;74081;0.0-61.0;9546715;05/05/2020 14:35
999;imgJS/WFF_scramble_30.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_scramble_35.jpg,imgJS/WFF_scramble_10.jpg,imgJS/WFF_scramble_16.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_scramble_32.jpg,imgJS/WFF_3.jpg,imgJS/WFF_scramble_14.jpg,imgJS/WFF_scramble_6.jpg,i;999;999;rsvp_img_15;0;2;1;2;2;7;0;11;3;rsvp_flux;62;75133;0.0-62.0;9546715;05/05/2020 14:35
601.43500007689;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;0;2;1;2;2;7;0;11;3;html-keyboard-response;63;75737;0.0-63.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;64;75777;0.0-64.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;3;1;3;2;6;1;10;1;html-keyboard-response;65;76782;0.0-65.0;9546715;05/05/2020 14:35
999;imgJS/WMF_scramble_27.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_3.jpg,imgJS/WMF_scramble_13.jpg,imgJS/WMF_scramble_21.jpg,imgJS/WMF_scramble_3.jpg,imgJS/WMF_1.jpg,imgJS/WMF_scramble_28.jpg,imgJS/WMF_scramble_1.jpg,imgJS/WMF_scramble_15.jpg,img;999;999;rsvp_img_15;0;3;1;3;2;6;1;10;1;rsvp_flux;66;77836;0.0-66.0;9546715;05/05/2020 14:35
758.04499990772;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;0;3;1;3;2;6;1;10;1;html-keyboard-response;67;78596;0.0-67.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;68;78634;0.0-68.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;4;1;2;2;5;0;7;3;html-keyboard-response;69;79640;0.0-69.0;9546715;05/05/2020 14:35
999;imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_11.jpg,imgJS/WFF_scramble_4.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_4.jpg,imgJS/WFF_14.jpg,imgJS/WFF_scramble_33.jpg,imgJS/WMN_75.jpg,imgJS/WFF_scramble_21.jpg,imgJS/WFF_scramble_19.jpg,imgJS/WFF_;999;999;rsvp_img_15;0;4;1;2;2;5;0;7;3;rsvp_flux;70;80693;0.0-70.0;9546715;05/05/2020 14:35
1103.0000000028;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;4;1;2;2;5;0;7;3;html-keyboard-response;71;81799;0.0-71.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;72;81837;0.0-72.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;5;1;3;2;6;3;8;2;html-keyboard-response;73;82842;0.0-73.0;9546715;05/05/2020 14:35
999;imgJS/WMN_scramble_49.jpg,imgJS/WMN_scramble_40.jpg,imgJS/WMN_scramble_41.jpg,imgJS/WMN_scramble_25.jpg,imgJS/WMN_scramble_35.jpg,imgJS/WMN_scramble_63.jpg,imgJS/WMN_71.jpg,imgJS/WMN_scramble_81.jpg,imgJS/WFN_74.jpg,imgJS/WMN_scramble_46.jpg,imgJS/WM;999;999;rsvp_img_15;0;5;1;3;2;6;3;8;2;rsvp_flux;74;83898;0.0-74.0;9546715;05/05/2020 14:35
752.42000003345;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;0;5;1;3;2;6;3;8;2;html-keyboard-response;75;84653;0.0-75.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;76;84691;0.0-76.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;6;1;2;2;6;0;8;3;html-keyboard-response;77;85695;0.0-77.0;9546715;05/05/2020 14:35
999;imgJS/WFF_scramble_28.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_scramble_3.jpg,imgJS/WFF_scramble_11.jpg,imgJS/WFF_scramble_3.jpg,imgJS/WFF_scramble_23.jpg,imgJS/WFF_8.jpg,imgJS/WFF_scramble_11.jpg,imgJS/WMN_77.jpg,imgJS/WFF_scramble_19.jpg,imgJS/WFF_s;999;999;rsvp_img_15;0;6;1;2;2;6;0;8;3;rsvp_flux;78;86749;0.0-78.0;9546715;05/05/2020 14:35
845.90999991633;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;6;1;2;2;6;0;8;3;html-keyboard-response;79;87597;0.0-79.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;80;87636;0.0-80.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;7;1;2;2;8;0;12;3;html-keyboard-response;81;88642;0.0-81.0;9546715;05/05/2020 14:35
999;imgJS/WFF_scramble_11.jpg,imgJS/WFF_scramble_16.jpg,imgJS/WFF_scramble_24.jpg,imgJS/WFF_scramble_27.jpg,imgJS/WFF_scramble_15.jpg,imgJS/WFF_scramble_3.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_scramble_16.jpg,imgJS/WFF_4.jpg,imgJS/WFF_scramble_30.jpg,i;999;999;rsvp_img_15;0;7;1;2;2;8;0;12;3;rsvp_flux;82;89695;0.0-82.0;9546715;05/05/2020 14:35
872.08500003908;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;7;1;2;2;8;0;12;3;html-keyboard-response;83;90570;0.0-83.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;84;90608;0.0-84.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;8;1;1;2;4;1;6;3;html-keyboard-response;85;91612;0.0-85.0;9546715;05/05/2020 14:35
999;imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_20.jpg,imgJS/WMF_scramble_23.jpg,imgJS/WMF_scramble_5.jpg,imgJS/WMF_19.jpg,imgJS/WMF_scramble_4.jpg,imgJS/WMN_39.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WMF_scramble_19.jpg,imgJS/WMF_scramble_9.jpg,imgJS/WMF_sc;999;999;rsvp_img_15;0;8;1;1;2;4;1;6;3;rsvp_flux;86;92665;0.0-86.0;9546715;05/05/2020 14:35
967.32500009239;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;0;8;1;1;2;4;1;6;3;html-keyboard-response;87;93636;0.0-87.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;88;93680;0.0-88.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;9;1;4;2;5;2;7;3;html-keyboard-response;89;94684;0.0-89.0;9546715;05/05/2020 14:35
999;imgJS/WFN_scramble_38.jpg,imgJS/WFN_scramble_9.jpg,imgJS/WFN_scramble_4.jpg,imgJS/WFN_scramble_81.jpg,imgJS/WFN_scramble_32.jpg,imgJS/WFN_11.jpg,imgJS/WFN_scramble_4.jpg,imgJS/WMN_58.jpg,imgJS/WFN_scramble_18.jpg,imgJS/WFN_scramble_86.jpg,imgJS/WFN_s;999;999;rsvp_img_15;0;9;1;4;2;5;2;7;3;rsvp_flux;90;95738;0.0-90.0;9546715;05/05/2020 14:35
529.62499996647;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;0;9;1;4;2;5;2;7;3;html-keyboard-response;91;96270;0.0-91.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;92;96315;0.0-92.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;10;1;3;2;8;1;10;1;html-keyboard-response;93;97320;0.0-93.0;9546715;05/05/2020 14:35
999;imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_17.jpg,imgJS/WMF_scramble_8.jpg,imgJS/WMF_scramble_17.jpg,imgJS/WMF_scramble_13.jpg,imgJS/WMF_scramble_2.jpg,imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_18.jpg,imgJS/WMF_29.jpg,imgJS/WMF_scramble_5.jpg,imgJ;999;999;rsvp_img_15;0;10;1;3;2;8;1;10;1;rsvp_flux;94;98374;0.0-94.0;9546715;05/05/2020 14:35
737.51999996603;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;0;10;1;3;2;8;1;10;1;html-keyboard-response;95;99115;0.0-95.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;96;99156;0.0-96.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;11;1;1;2;5;1;9;3;html-keyboard-response;97;100159;0.0-97.0;9546715;05/05/2020 14:35
999;imgJS/WMF_scramble_18.jpg,imgJS/WMF_scramble_10.jpg,imgJS/WMF_scramble_4.jpg,imgJS/WMF_scramble_7.jpg,imgJS/WMF_scramble_1.jpg,imgJS/WMF_7.jpg,imgJS/WMF_scramble_28.jpg,imgJS/WMF_scramble_11.jpg,imgJS/WMF_scramble_14.jpg,imgJS/WMN_26.jpg,imgJS/WMF_sc;999;999;rsvp_img_15;0;11;1;1;2;5;1;9;3;rsvp_flux;98;101214;0.0-98.0;9546715;05/05/2020 14:35
644.05499992426;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;0;11;1;1;2;5;1;9;3;html-keyboard-response;99;101861;0.0-99.0;9546715;05/05/2020 14:35
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;100;101905;0.0-100.0;9546715;05/05/2020 14:35
999;fixation_cross;999;999;fixation;0;12;1;4;2;4;2;6;2;html-keyboard-response;101;102910;0.0-101.0;9546715;05/05/2020 14:35
999;imgJS/WFN_scramble_3.jpg,imgJS/WFN_scramble_80.jpg,imgJS/WFN_scramble_45.jpg,imgJS/WFN_scramble_45.jpg,imgJS/WFN_33.jpg,imgJS/WFN_scramble_43.jpg,imgJS/WFN_83.jpg,imgJS/WFN_scramble_8.jpg,imgJS/WFN_scramble_68.jpg,imgJS/WFN_scramble_35.jpg,imgJS/WFN_;999;999;rsvp_img_15;0;12;1;4;2;4;2;6;2;rsvp_flux;102;103965;0.0-102.0;9546715;05/05/2020 14:35
1170.4949999694;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;0;12;1;4;2;4;2;6;2;html-keyboard-response;103;105138;0.0-103.0;9546715;05/05/2020 14:35
