rt;stimulus;responses;key_press;test_part;blockNb;trialNb;condiEmoBlock;condiEmoTrial;condiRwd;posCritDist;distractor;posTarget;target;trial_type;trial_index;time_elapsed;internal_node_id;subject_id;date
999;imgJS/WMN_scramble_63.jpg,imgJS/WMN_scramble_55.jpg,imgJS/WMN_scramble_46.jpg,imgJS/WMN_scramble_23.jpg,imgJS/WMN_74.jpg,imgJS/WMN_scramble_6.jpg,imgJS/WFN_9.jpg,imgJS/WMN_scramble_27.jpg,imgJS/WMN_scramble_7.jpg,imgJS/WMN_scramble_36.jpg,imgJS/WMN_s;999;999;rsvp_img_15;2;2;2;3;1;4;3;6;2;rsvp_flux;256;345349;0.0-256.0;8651065;06/05/2020 14:25
564.78500005323;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;2;2;2;3;1;4;3;6;2;html-keyboard-response;257;345918;0.0-257.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;258;345957;0.0-258.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;3;2;5;1;8;3;12;0;html-keyboard-response;259;346961;0.0-259.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_66.jpg,imgJS/WMN_scramble_62.jpg,imgJS/WMN_scramble_21.jpg,imgJS/WMN_scramble_5.jpg,imgJS/WMN_scramble_81.jpg,imgJS/WMN_scramble_82.jpg,imgJS/WMN_scramble_90.jpg,imgJS/WMN_scramble_25.jpg,imgJS/WMN_13.jpg,imgJS/WMN_scramble_15.jpg,;999;999;rsvp_img_15;2;3;2;5;1;8;3;12;0;rsvp_flux;260;348015;0.0-260.0;8651065;06/05/2020 14:25
557.43000004441;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;2;3;2;5;1;8;3;12;0;html-keyboard-response;261;348575;0.0-261.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;262;348616;0.0-262.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;4;2;6;1;8;2;12;1;html-keyboard-response;263;349620;0.0-263.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_15.jpg,imgJS/WFN_scramble_83.jpg,imgJS/WFN_scramble_41.jpg,imgJS/WFN_scramble_10.jpg,imgJS/WFN_scramble_25.jpg,imgJS/WFN_scramble_40.jpg,imgJS/WFN_scramble_39.jpg,imgJS/WFN_scramble_42.jpg,imgJS/WFN_72.jpg,imgJS/WFN_scramble_79.jpg;999;999;rsvp_img_15;2;4;2;6;1;8;2;12;1;rsvp_flux;264;350674;0.0-264.0;8651065;06/05/2020 14:25
660.96500004642;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;2;4;2;6;1;8;2;12;1;html-keyboard-response;265;351344;0.0-265.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;266;351384;0.0-266.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;5;2;6;1;5;2;7;1;html-keyboard-response;267;352389;0.0-267.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_17.jpg,imgJS/WFN_scramble_44.jpg,imgJS/WFN_scramble_8.jpg,imgJS/WFN_scramble_39.jpg,imgJS/WFN_scramble_61.jpg,imgJS/WFN_52.jpg,imgJS/WFN_scramble_61.jpg,imgJS/WMF_4.jpg,imgJS/WFN_scramble_56.jpg,imgJS/WFN_scramble_6.jpg,imgJS/WFN_s;999;999;rsvp_img_15;2;5;2;6;1;5;2;7;1;rsvp_flux;268;353443;0.0-268.0;8651065;06/05/2020 14:25
475.24999990128;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;2;5;2;6;1;5;2;7;1;html-keyboard-response;269;353921;0.0-269.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;270;353962;0.0-270.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;6;2;3;1;4;3;8;3;html-keyboard-response;271;354966;0.0-271.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_31.jpg,imgJS/WMN_scramble_77.jpg,imgJS/WMN_scramble_21.jpg,imgJS/WMN_scramble_86.jpg,imgJS/WMN_71.jpg,imgJS/WMN_scramble_27.jpg,imgJS/WMN_scramble_87.jpg,imgJS/WMN_scramble_46.jpg,imgJS/WMN_33.jpg,imgJS/WMN_scramble_85.jpg,imgJS/WM;999;999;rsvp_img_15;2;6;2;3;1;4;3;8;3;rsvp_flux;272;356021;0.0-272.0;8651065;06/05/2020 14:25
629.90000005811;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;2;6;2;3;1;4;3;8;3;html-keyboard-response;273;356653;0.0-273.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;274;356698;0.0-274.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;7;2;6;1;8;2;10;0;html-keyboard-response;275;357702;0.0-275.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_53.jpg,imgJS/WFN_scramble_32.jpg,imgJS/WFN_scramble_29.jpg,imgJS/WFN_scramble_68.jpg,imgJS/WFN_scramble_83.jpg,imgJS/WFN_scramble_74.jpg,imgJS/WFN_scramble_68.jpg,imgJS/WFN_scramble_31.jpg,imgJS/WFN_76.jpg,imgJS/WFN_scramble_36.jpg;999;999;rsvp_img_15;2;7;2;6;1;8;2;10;0;rsvp_flux;276;358757;0.0-276.0;8651065;06/05/2020 14:25
1351.8399999011;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;2;7;2;6;1;8;2;10;0;html-keyboard-response;277;360111;0.0-277.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;278;360159;0.0-278.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;8;2;5;1;8;3;12;0;html-keyboard-response;279;361164;0.0-279.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_24.jpg,imgJS/WMN_scramble_28.jpg,imgJS/WMN_scramble_33.jpg,imgJS/WMN_scramble_4.jpg,imgJS/WMN_scramble_58.jpg,imgJS/WMN_scramble_83.jpg,imgJS/WMN_scramble_82.jpg,imgJS/WMN_scramble_49.jpg,imgJS/WMN_14.jpg,imgJS/WMN_scramble_50.jpg,;999;999;rsvp_img_15;2;8;2;5;1;8;3;12;0;rsvp_flux;280;362217;0.0-280.0;8651065;06/05/2020 14:25
558.12000005972;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;2;8;2;5;1;8;3;12;0;html-keyboard-response;281;362778;0.0-281.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;282;362817;0.0-282.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;9;2;3;1;6;1;8;0;html-keyboard-response;283;363822;0.0-283.0;8651065;06/05/2020 14:25
999;imgJS/WMF_scramble_20.jpg,imgJS/WMF_scramble_5.jpg,imgJS/WMF_scramble_14.jpg,imgJS/WMF_scramble_6.jpg,imgJS/WMF_scramble_15.jpg,imgJS/WMF_scramble_3.jpg,imgJS/WMF_4.jpg,imgJS/WMF_scramble_22.jpg,imgJS/WFF_24.jpg,imgJS/WMF_scramble_19.jpg,imgJS/WMF_sc;999;999;rsvp_img_15;2;9;2;3;1;6;1;8;0;rsvp_flux;284;364875;0.0-284.0;8651065;06/05/2020 14:25
470.68999998737;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;2;9;2;3;1;6;1;8;0;html-keyboard-response;285;365349;0.0-285.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;286;365392;0.0-286.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;10;2;5;1;7;3;11;0;html-keyboard-response;287;366398;0.0-287.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_69.jpg,imgJS/WMN_scramble_65.jpg,imgJS/WMN_scramble_15.jpg,imgJS/WMN_scramble_42.jpg,imgJS/WMN_scramble_18.jpg,imgJS/WMN_scramble_3.jpg,imgJS/WMN_scramble_53.jpg,imgJS/WMN_55.jpg,imgJS/WMN_scramble_90.jpg,imgJS/WMN_scramble_30.jpg,;999;999;rsvp_img_15;2;10;2;5;1;7;3;11;0;rsvp_flux;288;367452;0.0-288.0;8651065;06/05/2020 14:25
379.73499996588;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;2;10;2;5;1;7;3;11;0;html-keyboard-response;289;367834;0.0-289.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;290;367875;0.0-290.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;11;2;5;1;6;3;10;0;html-keyboard-response;291;368879;0.0-291.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_48.jpg,imgJS/WMN_scramble_19.jpg,imgJS/WMN_scramble_11.jpg,imgJS/WMN_scramble_43.jpg,imgJS/WMN_scramble_66.jpg,imgJS/WMN_scramble_15.jpg,imgJS/WMN_48.jpg,imgJS/WMN_scramble_76.jpg,imgJS/WMN_scramble_41.jpg,imgJS/WMN_scramble_18.jpg;999;999;rsvp_img_15;2;11;2;5;1;6;3;10;0;rsvp_flux;292;369933;0.0-292.0;8651065;06/05/2020 14:25
502.86000000779;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;2;11;2;5;1;6;3;10;0;html-keyboard-response;293;370439;0.0-293.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;294;370481;0.0-294.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;12;2;5;1;7;3;11;1;html-keyboard-response;295;371485;0.0-295.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_28.jpg,imgJS/WMN_scramble_17.jpg,imgJS/WMN_scramble_14.jpg,imgJS/WMN_scramble_16.jpg,imgJS/WMN_scramble_58.jpg,imgJS/WMN_scramble_32.jpg,imgJS/WMN_scramble_37.jpg,imgJS/WMN_60.jpg,imgJS/WMN_scramble_80.jpg,imgJS/WMN_scramble_84.jpg;999;999;rsvp_img_15;2;12;2;5;1;7;3;11;1;rsvp_flux;296;372538;0.0-296.0;8651065;06/05/2020 14:25
542.14999999385;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;2;12;2;5;1;7;3;11;1;html-keyboard-response;297;373083;0.0-297.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;298;373122;0.0-298.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;13;2;4;1;5;0;9;0;html-keyboard-response;299;374128;0.0-299.0;8651065;06/05/2020 14:25
999;imgJS/WFF_scramble_4.jpg,imgJS/WFF_scramble_9.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF_scramble_13.jpg,imgJS/WFF_scramble_29.jpg,imgJS/WFF_34.jpg,imgJS/WFF_scramble_34.jpg,imgJS/WFF_scramble_34.jpg,imgJS/WFF_scramble_17.jpg,imgJS/WFF_7.jpg,imgJS/WFF_s;999;999;rsvp_img_15;2;13;2;4;1;5;0;9;0;rsvp_flux;300;375181;0.0-300.0;8651065;06/05/2020 14:25
669.31499994826;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;2;13;2;4;1;5;0;9;0;html-keyboard-response;301;375853;0.0-301.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;302;375892;0.0-302.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;14;2;4;1;5;2;9;2;html-keyboard-response;303;376897;0.0-303.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_56.jpg,imgJS/WFN_scramble_12.jpg,imgJS/WFN_scramble_36.jpg,imgJS/WFN_scramble_35.jpg,imgJS/WFN_scramble_64.jpg,imgJS/WFN_18.jpg,imgJS/WFN_scramble_35.jpg,imgJS/WFN_scramble_70.jpg,imgJS/WFN_scramble_51.jpg,imgJS/WFN_85.jpg,imgJS/WF;999;999;rsvp_img_15;2;14;2;4;1;5;2;9;2;rsvp_flux;304;377951;0.0-304.0;8651065;06/05/2020 14:25
1124.4099999312;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;2;14;2;4;1;5;2;9;2;html-keyboard-response;305;379079;0.0-305.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;306;379128;0.0-306.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;15;2;5;1;5;3;7;0;html-keyboard-response;307;380134;0.0-307.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_34.jpg,imgJS/WMN_scramble_47.jpg,imgJS/WMN_scramble_8.jpg,imgJS/WMN_scramble_83.jpg,imgJS/WMN_scramble_49.jpg,imgJS/WMN_58.jpg,imgJS/WMN_scramble_69.jpg,imgJS/WFF_16.jpg,imgJS/WMN_scramble_10.jpg,imgJS/WMN_scramble_34.jpg,imgJS/WMN;999;999;rsvp_img_15;2;15;2;5;1;5;3;7;0;rsvp_flux;308;381188;0.0-308.0;8651065;06/05/2020 14:25
176.39999999665;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;2;15;2;5;1;5;3;7;0;html-keyboard-response;309;381367;0.0-309.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;310;381415;0.0-310.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;16;2;5;1;8;3;10;0;html-keyboard-response;311;382420;0.0-311.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_32.jpg,imgJS/WMN_scramble_82.jpg,imgJS/WMN_scramble_61.jpg,imgJS/WMN_scramble_9.jpg,imgJS/WMN_scramble_35.jpg,imgJS/WMN_scramble_61.jpg,imgJS/WMN_scramble_62.jpg,imgJS/WMN_scramble_59.jpg,imgJS/WMN_66.jpg,imgJS/WMN_scramble_44.jpg,;999;999;rsvp_img_15;2;16;2;5;1;8;3;10;0;rsvp_flux;312;383474;0.0-312.0;8651065;06/05/2020 14:25
547.44999995455;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;2;16;2;5;1;8;3;10;0;html-keyboard-response;313;384024;0.0-313.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;314;384069;0.0-314.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;17;2;3;1;6;3;8;3;html-keyboard-response;315;385073;0.0-315.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_30.jpg,imgJS/WMN_scramble_13.jpg,imgJS/WMN_scramble_52.jpg,imgJS/WMN_scramble_49.jpg,imgJS/WMN_scramble_39.jpg,imgJS/WMN_scramble_71.jpg,imgJS/WMN_66.jpg,imgJS/WMN_scramble_74.jpg,imgJS/WMN_44.jpg,imgJS/WMN_scramble_70.jpg,imgJS/WM;999;999;rsvp_img_15;2;17;2;3;1;6;3;8;3;rsvp_flux;316;386126;0.0-316.0;8651065;06/05/2020 14:25
649.92500003427;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;2;17;2;3;1;6;3;8;3;html-keyboard-response;317;386779;0.0-317.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;318;386826;0.0-318.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;18;2;5;1;5;3;9;0;html-keyboard-response;319;387831;0.0-319.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_29.jpg,imgJS/WMN_scramble_57.jpg,imgJS/WMN_scramble_27.jpg,imgJS/WMN_scramble_66.jpg,imgJS/WMN_scramble_35.jpg,imgJS/WMN_1.jpg,imgJS/WMN_scramble_11.jpg,imgJS/WMN_scramble_13.jpg,imgJS/WMN_scramble_68.jpg,imgJS/WFF_18.jpg,imgJS/WMN;999;999;rsvp_img_15;2;18;2;5;1;5;3;9;0;rsvp_flux;320;388886;0.0-320.0;8651065;06/05/2020 14:25
871.35000003036;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswFem;2;18;2;5;1;5;3;9;0;html-keyboard-response;321;389760;0.0-321.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;322;389798;0.0-322.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;19;2;6;1;7;2;11;1;html-keyboard-response;323;390804;0.0-323.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_54.jpg,imgJS/WFN_scramble_43.jpg,imgJS/WFN_scramble_31.jpg,imgJS/WFN_scramble_47.jpg,imgJS/WFN_scramble_4.jpg,imgJS/WFN_scramble_9.jpg,imgJS/WFN_scramble_4.jpg,imgJS/WFN_5.jpg,imgJS/WFN_scramble_75.jpg,imgJS/WFN_scramble_35.jpg,img;999;999;rsvp_img_15;2;19;2;6;1;7;2;11;1;rsvp_flux;324;391858;0.0-324.0;8651065;06/05/2020 14:25
480.24499998428;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;2;19;2;6;1;7;2;11;1;html-keyboard-response;325;392341;0.0-325.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;326;392380;0.0-326.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;20;2;4;1;5;2;9;3;html-keyboard-response;327;393384;0.0-327.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_36.jpg,imgJS/WFN_scramble_9.jpg,imgJS/WFN_scramble_13.jpg,imgJS/WFN_scramble_36.jpg,imgJS/WFN_scramble_51.jpg,imgJS/WFN_69.jpg,imgJS/WFN_scramble_42.jpg,imgJS/WFN_scramble_70.jpg,imgJS/WFN_scramble_19.jpg,imgJS/WMN_90.jpg,imgJS/WFN;999;999;rsvp_img_15;2;20;2;4;1;5;2;9;3;rsvp_flux;328;394439;0.0-328.0;8651065;06/05/2020 14:25
699.03499993961;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;2;20;2;4;1;5;2;9;3;html-keyboard-response;329;395141;0.0-329.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;330;395188;0.0-330.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;21;2;4;1;7;2;9;2;html-keyboard-response;331;396193;0.0-331.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_60.jpg,imgJS/WFN_scramble_51.jpg,imgJS/WFN_scramble_38.jpg,imgJS/WFN_scramble_79.jpg,imgJS/WFN_scramble_20.jpg,imgJS/WFN_scramble_69.jpg,imgJS/WFN_scramble_29.jpg,imgJS/WFN_33.jpg,imgJS/WFN_scramble_34.jpg,imgJS/WFN_31.jpg,imgJS/WF;999;999;rsvp_img_15;2;21;2;4;1;7;2;9;2;rsvp_flux;332;397248;0.0-332.0;8651065;06/05/2020 14:25
1101.4399999985;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;2;21;2;4;1;7;2;9;2;html-keyboard-response;333;398352;0.0-333.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;334;398391;0.0-334.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;22;2;6;1;5;2;9;1;html-keyboard-response;335;399395;0.0-335.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_22.jpg,imgJS/WFN_scramble_36.jpg,imgJS/WFN_scramble_23.jpg,imgJS/WFN_scramble_62.jpg,imgJS/WFN_scramble_37.jpg,imgJS/WFN_19.jpg,imgJS/WFN_scramble_79.jpg,imgJS/WFN_scramble_76.jpg,imgJS/WFN_scramble_9.jpg,imgJS/WMF_8.jpg,imgJS/WFN_;999;999;rsvp_img_15;2;22;2;6;1;5;2;9;1;rsvp_flux;336;400449;0.0-336.0;8651065;06/05/2020 14:25
547.44999995455;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;2;22;2;6;1;5;2;9;1;html-keyboard-response;337;400999;0.0-337.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;338;401038;0.0-338.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;2;23;2;6;1;7;2;11;1;html-keyboard-response;339;402042;0.0-339.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_36.jpg,imgJS/WFN_scramble_36.jpg,imgJS/WFN_scramble_37.jpg,imgJS/WFN_scramble_42.jpg,imgJS/WFN_scramble_72.jpg,imgJS/WFN_scramble_80.jpg,imgJS/WFN_scramble_18.jpg,imgJS/WFN_8.jpg,imgJS/WFN_scramble_50.jpg,imgJS/WFN_scramble_18.jpg,;999;999;rsvp_img_15;2;23;2;6;1;7;2;11;1;rsvp_flux;340;403097;0.0-340.0;8651065;06/05/2020 14:25
303.16499993205;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;2;23;2;6;1;7;2;11;1;html-keyboard-response;341;403403;0.0-341.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;342;403443;0.0-342.0;8651065;06/05/2020 14:25
999;instructions/instructionsDiapo/Slide10.jpg;999;999;instrCondi;3;999;NULL;NULL;1;999;999;999;999;image-keyboard-response;343;406407;0.0-343.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;3;0;2;5;1;7;3;9;0;html-keyboard-response;344;407411;0.0-344.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_72.jpg,imgJS/WMN_scramble_20.jpg,imgJS/WMN_scramble_9.jpg,imgJS/WMN_scramble_55.jpg,imgJS/WMN_scramble_38.jpg,imgJS/WMN_scramble_11.jpg,imgJS/WMN_scramble_18.jpg,imgJS/WMN_57.jpg,imgJS/WMN_scramble_38.jpg,imgJS/WFF_13.jpg,imgJS/WMN;999;999;rsvp_img_15;3;0;2;5;1;7;3;9;0;rsvp_flux;345;408466;0.0-345.0;8651065;06/05/2020 14:25
578.27000005636;"<div style=""font-size:20px;""><p> Avez-vous vu au moins une femme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswFem;3;0;2;5;1;7;3;9;0;html-keyboard-response;346;409047;0.0-346.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;347;409085;0.0-347.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;3;1;2;4;1;5;2;9;2;html-keyboard-response;348;410090;0.0-348.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_2.jpg,imgJS/WFN_scramble_11.jpg,imgJS/WFN_scramble_1.jpg,imgJS/WFN_scramble_10.jpg,imgJS/WFN_scramble_85.jpg,imgJS/WFN_51.jpg,imgJS/WFN_scramble_59.jpg,imgJS/WFN_scramble_83.jpg,imgJS/WFN_scramble_32.jpg,imgJS/WFN_49.jpg,imgJS/WFN_;999;999;rsvp_img_15;3;1;2;4;1;5;2;9;2;rsvp_flux;349;411144;0.0-349.0;8651065;06/05/2020 14:25
704.16999992449;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;79;rsvpAnswHom;3;1;2;4;1;5;2;9;2;html-keyboard-response;350;411851;0.0-350.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;351;411889;0.0-351.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;3;2;2;6;1;8;2;12;0;html-keyboard-response;352;412893;0.0-352.0;8651065;06/05/2020 14:25
999;imgJS/WFN_scramble_75.jpg,imgJS/WFN_scramble_49.jpg,imgJS/WFN_scramble_40.jpg,imgJS/WFN_scramble_36.jpg,imgJS/WFN_scramble_52.jpg,imgJS/WFN_scramble_40.jpg,imgJS/WFN_scramble_52.jpg,imgJS/WFN_scramble_8.jpg,imgJS/WFN_49.jpg,imgJS/WFN_scramble_70.jpg,;999;999;rsvp_img_15;3;2;2;6;1;8;2;12;0;rsvp_flux;353;413947;0.0-353.0;8651065;06/05/2020 14:25
1281.7350000842;"<div style=""font-size:20px;""><p> Avez-vous vu au moins un homme? </p><p> <strong> Oui [O] / Non [N] </strong></p> </div>";999;78;rsvpAnswHom;3;2;2;6;1;8;2;12;0;html-keyboard-response;354;415231;0.0-354.0;8651065;06/05/2020 14:25
999;999;999;999;fullscreenExp;999;999;999;999;999;999;999;999;999;fullscreen;355;415272;0.0-355.0;8651065;06/05/2020 14:25
999;fixation_cross;999;999;fixation;3;3;2;5;1;4;3;8;1;html-keyboard-response;356;416277;0.0-356.0;8651065;06/05/2020 14:25
999;imgJS/WMN_scramble_90.jpg,imgJS/WMN_scramble_41.jpg,imgJS/WMN_scramble_5.jpg,imgJS/WMN_scramble_54.jpg,imgJS/WMN_7.jpg,imgJS/WMN_scramble_55.jpg,imgJS/WMN_scramble_89.jpg,imgJS/WMN_scramble_25.jpg,imgJS/WMF_22.jpg,imgJS/WMN_scramble_37.jpg,imgJS/WMN_;999;999;rsvp_img_15;3;3;2;5;1;4;3;8;1;rsvp_flux;357;417330;0.0-357.0;8651065;06/05/2020 14:25
